bin_left,bin_right,density
673.0521240234375,2004.490057373047,4.101771833108879e-06
2004.490057373047,3335.9279907226564,5.2713310990358704e-05
3335.9279907226564,4667.365924072266,7.05477040620179e-05
4667.365924072266,5998.803857421875,4.2569740105778656e-05
5998.803857421875,7330.241790771484,3.3091321410351376e-05
7330.241790771484,8661.679724121095,2.8518400109925897e-05
8661.679724121095,9993.117657470704,2.4472057625913117e-05
9993.117657470704,11324.555590820313,2.280917715303114e-05
11324.555590820313,12655.993524169922,2.114629668014916e-05
12655.993524169922,13987.431457519531,1.9386414846349066e-05
13987.431457519531,15318.869390869142,1.782053573438518e-05
15318.869390869142,16650.307324218753,1.747410230253477e-05
16650.307324218753,17981.74525756836,1.5603361770542586e-05
17981.74525756836,19313.18319091797,1.460563348681336e-05
19313.18319091797,20644.621124267578,1.4037482658578723e-05
20644.621124267578,21976.05905761719,1.3746478575824337e-05
21976.05905761719,23307.4969909668,1.3330758457603844e-05
23307.4969909668,24638.934924316407,1.3275329108507815e-05
24638.934924316407,25970.372857666018,1.2083598102942362e-05
25970.372857666018,27301.810791015625,1.2249886150230593e-05
27301.810791015625,28633.248724365236,1.1709449996543918e-05
28633.248724365236,29964.686657714847,1.0822580411006863e-05
29964.686657714847,31296.124591064454,1.0101998872758033e-05
31296.124591064454,32627.562524414065,9.866424139099725e-06
32627.562524414065,33959.00045776367,9.616992068167458e-06
33959.00045776367,35290.43839111328,9.921853488195793e-06
35290.43839111328,36621.87632446289,9.228986624494969e-06
36621.87632446289,37953.314257812504,9.021126565384723e-06
37953.314257812504,39284.752191162115,9.048841239932754e-06
39284.752191162115,40616.19012451172,8.799409169000507e-06
40616.19012451172,41947.62805786133,8.355974376231932e-06
41947.62805786133,43279.06599121094,8.660835796260294e-06
43279.06599121094,44610.50392456055,8.646978458986278e-06
44610.50392456055,45941.94185791016,8.28668768986185e-06
45941.94185791016,47273.379791259766,8.037255618929596e-06
47273.379791259766,48604.81772460938,8.245115678039799e-06
48604.81772460938,49936.25565795899,7.178100707940531e-06
49936.25565795899,51267.6935913086,7.150386033392499e-06
51267.6935913086,52599.13152465821,7.510676802516927e-06
52599.13152465821,53930.56945800781,7.607678163435083e-06
53930.56945800781,55262.00739135742,7.136528696118482e-06
55262.00739135742,56593.445324707034,6.9009539624602025e-06
56593.445324707034,57924.883258056645,7.136528696118482e-06
57924.883258056645,59256.321191406256,7.316674080680696e-06
59256.321191406256,60587.75912475587,7.524534139790943e-06
60587.75912475587,61919.19705810547,7.122671358844504e-06
61919.19705810547,63250.63499145508,7.49681946524291e-06
63250.63499145508,64582.07292480469,7.011812660652334e-06
64582.07292480469,65913.5108581543,7.5799634888870095e-06
65913.5108581543,67244.9487915039,6.8455246133641735e-06
67244.9487915039,68576.38672485352,7.053384672474345e-06
68576.38672485352,69907.82465820313,6.942525974282289e-06
69907.82465820313,71239.26259155275,6.249659110581394e-06
71239.26259155275,72570.70052490235,5.709222956894817e-06
72570.70052490235,73902.13845825195,4.489777276781361e-06
73902.13845825195,75233.57639160157,3.325760945763935e-06
75233.57639160157,76565.01432495117,2.1063152656505152e-06
76565.01432495117,77896.4522583008,1.2194456801134427e-06
77896.4522583008,79227.8901916504,2.9100408275434746e-07
79227.8901916504,80559.328125,2.078600591102482e-07
