bin_left,bin_right,density
1559.44873046875,2291.8474365234374,6.615196340814274e-08
2291.8474365234374,3024.246142578125,7.7397797187527e-07
3024.246142578125,3756.6448486328127,5.179698734857574e-06
3756.6448486328127,4489.0435546875,1.711351293368654e-05
4489.0435546875,5221.4422607421875,3.341335671745288e-05
5221.4422607421875,5953.840966796875,4.9852119624376346e-05
5953.840966796875,6686.239672851562,6.659518156297734e-05
6686.239672851562,7418.63837890625,8.869655253763773e-05
7418.63837890625,8151.037084960938,0.00010855537195276218
8151.037084960938,8883.435791015625,0.00012405477697929017
8883.435791015625,9615.834497070313,0.0001315167184517285
9615.834497070313,10348.233203125,0.00012786513007159904
10348.233203125,11080.631909179689,0.00012176591904536826
11080.631909179689,11813.030615234375,0.00010840983763326453
11813.030615234375,12545.429321289062,9.163369971295928e-05
12545.429321289062,13277.82802734375,7.446065001220543e-05
13277.82802734375,14010.226733398438,5.829311015525535e-05
14010.226733398438,14742.625439453126,4.420935714566177e-05
14742.625439453126,15475.024145507812,3.147510418959438e-05
15475.024145507812,16207.4228515625,2.241228520267875e-05
16207.4228515625,16939.821557617186,1.567801532772986e-05
16939.821557617186,17672.220263671876,1.0875382784298634e-05
17672.220263671876,18404.61896972656,7.633936577299688e-06
18404.61896972656,19137.01767578125,5.113546771449418e-06
19137.01767578125,19869.416381835938,3.6118972020846007e-06
19869.416381835938,20601.815087890627,2.738691285097101e-06
20601.815087890627,21334.213793945313,1.958098116881029e-06
21334.213793945313,22066.6125,1.263502501095529e-06
22066.6125,22799.01120605469,1.012125040144581e-06
22799.01120605469,23531.409912109375,7.805931682160859e-07
23531.409912109375,24263.808618164065,5.887524743324685e-07
24263.808618164065,24996.20732421875,5.093701182427001e-07
24996.20732421875,25728.606030273437,3.8368138776722863e-07
25728.606030273437,26461.004736328126,4.101421731304837e-07
26461.004736328126,27193.403442382812,3.3075981704071434e-07
27193.403442382812,27925.802148437502,3.572206024039697e-07
27925.802148437502,28658.20085449219,3.9029658410804296e-07
28658.20085449219,29390.599560546874,3.9029658410804296e-07
29390.599560546874,30122.998266601564,4.3660295849374076e-07
30122.998266601564,30855.39697265625,2.9106863899582864e-07
30855.39697265625,31587.79567871094,4.4983335117536926e-07
31587.79567871094,32320.194384765626,3.175294243590858e-07
32320.194384765626,33052.593090820315,3.5060540606315546e-07
33052.593090820315,33784.991796875,4.299877621529286e-07
33784.991796875,34517.39050292969,3.7706619142641436e-07
34517.39050292969,35249.78920898437,3.9691178044885723e-07
35249.78920898437,35982.18791503907,3.109142280182684e-07
35982.18791503907,36714.58662109375,3.2414462069990006e-07
36714.58662109375,37446.98532714844,2.976838353366429e-07
37446.98532714844,38179.384033203125,2.513774609509429e-07
38179.384033203125,38911.78273925781,2.1168628290605717e-07
38911.78273925781,39644.181445312504,1.7861030120198397e-07
39644.181445312504,40376.58015136719,8.599755243058573e-08
40376.58015136719,41108.97885742188,1.2568873047547144e-07
41108.97885742188,41841.37756347656,7.276715974895716e-08
41841.37756347656,42573.77626953125,5.953676706732858e-08
42573.77626953125,43306.17497558594,6.615196340814221e-09
43306.17497558594,44038.57368164063,1.9845589022442862e-08
44038.57368164063,44770.972387695314,6.6151963408142864e-09
44770.972387695314,45503.37109375,6.6151963408142864e-09
